,Artist Name,Track Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
128,Winger,Seventeen,60.0,0.577,0.676,-11.931,1,0.0295,0.000895,0.0625,0.676,95.98,245267.0,4,8
136,Butcher Babies,Sleeping with the Enemy,48.0,0.438,0.951,-5.192,0,0.0736,4.63e-05,0.351,0.461,165.088,212927.0,4,8
139,Saltatio Mortis,Kaufmann und Maid,54.0,0.565,0.768,-5.332,0,0.0382,0.0277,0.0725,0.58,124.006,223907.0,4,8
142,Frost*,Day and Age - Edit,38.0,0.443,0.858,-6.935,1,0.0378,0.000843,0.18,0.34,169.951,301533.0,4,8
148,Lowest Creature,Reapers Fool,23.0,0.487,0.975,-4.974,1,0.105,7.47e-05,0.201,0.526,139.964,202019.0,4,8
160,Gwar,Sick of You,48.0,0.657,0.535,-9.715,1,0.047,0.000329,0.318,0.738,132.257,188830.0,4,8
161,Downset,Empower,42.0,0.58,0.93,-5.719,1,0.12,0.0128,0.102,0.534,97.917,144267.0,4,8
171,A Scent Like Wolves,Telephone,39.0,0.553,0.939,-4.04,0,0.0795,0.000833,0.404,0.369,124.984,198840.0,4,8
181,Stephen Taranto,Pixel Heart: Verdant,28.0,0.373,0.964,-7.925,0,0.0798,0.000152,0.109,0.207,83.958,312363.0,4,8
202,Dream Drop,Reckless Demon Youth,35.0,0.375,0.927,-5.385,0,0.123,0.000111,0.193,0.414,183.998,183040.0,4,8
206,Die Apokalyptischen Reiter,Tiki,34.0,0.408,0.943,-5.247,1,0.129,0.0058,0.343,0.16,98.089,152252.0,4,8
207,Icon of Sin,Virtual Empire,33.0,0.494,0.958,-7.765,0,0.0511,0.0361,0.387,0.313,145.055,352943.0,4,8
208,Spirit Adrift,Supernaut,32.0,0.425,0.925,-6.246,1,0.105,2.22e-05,0.0973,0.313,118.066,282978.0,4,8
241,Amaranthe,Archangel,60.0,0.407,0.967,-7.104,1,0.0666,0.000316,0.089,0.227,180.027,203373.0,4,8
250,Allegaeon,Concerto in Dm,35.0,0.556,0.969,-3.778,1,0.0402,0.000119,0.378,0.325,103.994,441035.0,4,8
253,Ghost Iris,Coda,43.0,0.489,0.994,-2.236,0,0.113,2.05e-05,0.333,0.218,90.015,243000.0,4,8
272,Carach Angren,Franckensteina Strataemontanus,39.0,0.57,0.916,-6.899,1,0.043,0.00439,0.135,0.359,100.041,183008.0,4,8
274,Fleshkiller,Parallel Kingdom,20.0,0.45,0.977,-4.172,1,0.122,4.26e-06,0.414,0.256,130.009,266222.0,3,8
306,Galleons,Playing With Fire is Such a Cliché,42.0,0.471,0.925,-4.633,1,0.0598,0.000254,0.356,0.0768,100.012,303000.0,4,8
309,Marilyn Manson,Third Day Of A Seven Day Binge,49.0,0.607,0.938,-3.072,1,0.0487,0.00228,0.149,0.65,110.014,266702.0,4,8
325,Type O Negative,Cinnamon Girl,45.0,0.484,0.913,-5.942,1,0.045,0.13,0.0992,0.465,99.052,248333.0,4,8
328,Viscera,Lamb to the Slaughter,33.0,0.423,0.958,-5.251,0,0.188,2.46e-05,0.388,0.174,119.967,230500.0,4,8
339,Power Trip,Executioner's Tax (Swing of the Axe),54.0,0.484,0.991,-4.028,0,0.0676,0.000289,0.359,0.559,167.035,225245.0,4,8
346,Paladin,The River Dragon Has Come,28.0,0.485,0.975,-4.956,1,0.0692,3.07e-05,0.0443,0.265,139.91,305052.0,4,8
376,Van Halen,Poundcake,39.0,0.487,0.948,-7.754,1,0.043,0.000662,0.0506,0.242,105.395,321707.0,4,8
378,Garmarna,Två Systrar,39.0,0.516,0.655,-9.428,0,0.0306,0.664,0.0891,0.19,120.028,352787.0,3,8
417,Suldusk,The Elm,38.0,0.601,0.439,-10.507,0,0.0253,0.43,0.125,0.186,106.973,210834.0,4,8
430,AC/DC,Big Gun,59.0,0.569,0.901,-5.197,1,0.0544,0.00555,0.16,0.839,133.194,259413.0,4,8
443,Five Finger Death Punch,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",58.0,0.45,0.872,-4.91,1,0.0353,0.0018,0.0833,0.396,156.059,274615.0,4,8
455,Second to Sun,Marsch der Wölfe,28.0,0.313,0.933,-4.574,1,0.062,4.82e-06,0.717,0.0958,76.01,315790.0,4,8
458,Long Distance Calling,Hazard,34.0,0.287,0.77,-7.477,1,0.0546,0.000483,0.0519,0.293,71.072,368973.0,4,8
462,Dead by April,Let It Go,51.0,0.42,0.937,-2.672,0,0.152,0.00938,0.166,0.412,156.059,191154.0,4,8
498,King of Asgard,Ammobiærg,26.0,0.0809,0.993,-4.093,1,0.163,5.49e-05,0.183,0.0397,70.972,483440.0,1,8
505,Darkcell,Burn the Witches,33.0,0.486,0.975,-4.016,1,0.11,0.00177,0.929,0.131,105.005,281838.0,4,8
507,Miss May I,Shadows Inside,56.0,0.381,0.969,-4.956,0,0.141,4.59e-06,0.143,0.338,179.987,236549.0,4,8
522,Monster Magnet,Powertrip,49.0,0.522,0.853,-5.861,1,0.0383,7.44e-05,0.131,0.637,140.727,211440.0,4,8
525,Gorgoroth,Begravelsesnatt,35.0,0.17,0.98,-12.697,1,0.0652,2.48e-06,0.515,0.0504,144.475,153240.0,4,8
567,Veil Of Maya,Viscera,56.0,0.537,0.96,-3.705,1,0.0594,0.000175,0.0892,0.382,137.986,220000.0,4,8
570,Monster Magnet,Learning to Die,40.0,0.253,0.802,-6.866,1,0.0495,0.00192,0.398,0.279,160.099,387936.0,4,8
577,TOOL,Pneuma,65.0,0.415,0.53,-9.338,0,0.0314,0.00209,0.11,0.0586,114.174,713192.0,1,8
584,Airbourne,Runnin' Wild,65.0,0.503,0.96,-2.672,1,0.0626,9.25e-05,0.274,0.489,162.022,218040.0,4,8
588,Code Orange,Bleeding In The Blur,41.0,0.529,0.908,-5.405,1,0.0522,2.46e-05,0.0942,0.183,126.032,244693.0,4,8
594,Einherjer,West Coast Groove,28.0,0.489,0.95,-8.544,1,0.0397,1.5e-05,0.477,0.602,75.997,247387.0,4,8
602,Alluvial,Colony,35.0,0.413,0.987,-3.675,1,0.17,0.000403,0.125,0.167,149.992,176800.0,4,8
610,Erik Ekholm,Extinction,36.0,0.437,0.776,-9.259,1,0.0348,0.000153,0.0989,0.193,140.021,243857.0,4,8
617,AC/DC,Highway to Hell,83.0,0.574,0.913,-4.793,0,0.133,0.061,0.156,0.423,115.728,208400.0,4,8
623,Volumes,Pixelate,40.0,0.376,0.956,-4.936,1,0.0921,7.25e-05,0.117,0.406,200.211,190436.0,3,8
624,Jasta,Strength to Draw the Line,41.0,0.353,0.994,-3.38,1,0.204,0.0002,0.39,0.154,184.932,168164.0,4,8
625,Mudvayne,Dig,64.0,0.623,0.983,-3.548,0,0.151,9.62e-05,0.261,0.271,134.975,162293.0,4,8
631,Confusing Paradise,Skylla,34.0,0.533,0.942,-6.067,0,0.0722,3.9e-05,0.106,0.0469,120.012,258429.0,4,8
644,Villain of the Story,Animals,40.0,0.553,0.977,-3.271,1,0.0629,0.000468,0.0713,0.632,153.868,182338.0,4,8
645,Sentenced,Noose,45.0,0.53,0.893,-5.426,0,0.0704,0.00027,0.095,0.585,135.076,241267.0,4,8
657,Ov Sulfur,Behind the Hand of God,34.0,0.454,0.993,-2.521,1,0.205,0.00104,0.36,0.149,130.032,200308.0,3,8
669,Power Trip,Divine Apprehension,46.0,0.168,0.979,-3.963,0,0.184,8.44e-06,0.0644,0.153,169.925,257695.0,4,8
686,Parkway Drive,Carrion,58.0,0.228,0.969,-4.07,0,0.1,0.000275,0.0982,0.428,155.212,187960.0,4,8
693,Palm Reader,A Bird and Its Feathers,20.0,0.445,0.776,-7.21,1,0.0399,0.00237,0.0636,0.0503,134.895,392507.0,3,8
703,Coal Chamber,Sway,48.0,0.486,0.763,-6.719,1,0.111,0.00154,0.0612,0.342,133.929,215133.0,4,8
708,Wig Wam,Kilimanjaro,33.0,0.448,0.585,-12.226,1,0.0284,0.000604,0.0632,0.399,84.994,235727.0,4,8
720,Syberia,Empire of Oppression,29.0,0.369,0.897,-8.644,1,0.0528,3.06e-05,0.0805,0.255,169.985,367547.0,4,8
723,P.O.D.,Alive - 2006 Remaster,57.0,0.409,0.952,-3.761,0,0.0756,1.23e-05,0.31,0.55,80.899,203693.0,4,8
727,Meshuggah,Bleed,60.0,0.242,0.998,-5.64,0,0.0895,8.12e-06,0.284,0.18,114.831,442733.0,4,8
744,NanowaR of Steel,Uranus (feat. Michael Starr),39.0,0.549,0.92,-6.046,1,0.0497,0.00105,0.0322,0.41,101.955,253390.0,4,8
749,L.A. Guns,The Ballad Of Jayne,53.0,0.474,0.369,-14.216,1,0.0296,0.0291,0.128,0.156,61.207,274107.0,4,8
779,Onslaught,Strike Fast Strike Hard,34.0,0.469,0.975,-6.912,0,0.0706,2.87e-06,0.293,0.502,105.003,278400.0,4,8
783,Points of Conception,Transformation,23.0,0.441,0.984,-3.449,1,0.167,7.71e-05,0.0581,0.135,120.023,201625.0,4,8
798,Skindred,Nobody,59.0,0.627,0.91,-4.629,0,0.052,0.018,0.369,0.751,97.867,236013.0,4,8
829,Bonded,Suit Murderer,10.0,0.496,0.984,-3.899,0,0.136,3.41e-05,0.368,0.247,107.48,252840.0,4,8
832,Imperia,Starlight,45.0,0.51,0.944,-5.773,0,0.0385,5.68e-05,0.228,0.635,109.985,326160.0,4,8
837,Ozzy Osbourne,Straight to Hell,55.0,0.436,0.761,-2.43,1,0.0506,0.00127,0.173,0.282,142.027,225027.0,4,8
840,Transatlantic,Heart Like a Whirlwind,35.0,0.393,0.895,-6.187,1,0.0524,0.00416,0.71,0.281,131.256,311267.0,4,8
844,Attila,Clarity,57.0,0.45,0.993,-2.216,1,0.292,3.45e-05,0.451,0.217,160.029,211875.0,4,8
845,Maudits,Verloren Strijd,22.0,0.189,0.872,-4.918,1,0.0528,3.16e-05,0.125,0.122,109.953,315856.0,4,8
868,Conquer Divide,Messy,45.0,0.406,0.804,-6.341,0,0.0504,0.00546,0.473,0.48,155.023,216000.0,4,8
872,After The Burial,Collapse,50.0,0.373,0.97,-4.905,1,0.181,2.02e-05,0.446,0.277,153.786,252469.0,4,8
891,Ministry,Alert Level (Quarantined Mix),44.0,0.547,0.949,-6.244,1,0.0546,0.00038,0.101,0.169,119.991,366427.0,4,8
906,SKÁLD,Rún,54.0,0.555,0.422,-11.541,0,0.0372,0.405,0.135,0.35,170.115,160400.0,4,8
921,Andromida,Supernova,39.0,0.427,0.992,-2.642,1,0.101,1.63e-05,0.108,0.267,143.052,273566.0,4,8
940,Defamed,Wounds,34.0,0.27,0.957,-3.848,1,0.145,0.000525,0.389,0.454,92.99,216913.0,5,8
946,Tyler Leads,Hellhounds,27.0,0.293,0.978,-4.882,1,0.087,5.51e-05,0.518,0.514,141.714,174378.0,4,8
955,Lynch Mob,Wicked Sensation,46.0,0.559,0.875,-7.575,0,0.0339,0.000157,0.0609,0.425,98.159,281840.0,4,8
974,Metallica,The Day That Never Comes,63.0,0.334,0.982,-2.293,0,0.0619,9.11e-05,0.106,0.501,126.883,476267.0,4,8
985,Whitesnake,Still Of The Night,3.0,0.357,0.853,-7.529,0,0.0492,0.00235,0.158,0.294,100.157,397768.0,4,8
989,Trivium,In Waves,60.0,0.477,0.94,-3.435,1,0.103,0.000211,0.346,0.338,76.517,302467.0,4,8
1005,Metallica,All Nightmare Long,59.0,0.268,0.974,-2.948,1,0.114,0.00067,0.0772,0.342,182.095,477027.0,4,8
1020,Praying Mantis,Children of the Earth,47.0,0.208,0.787,-6.763,0,0.0728,0.00131,0.0626,0.472,170.626,337880.0,4,8
1032,Ofdrykkja,Herr Mannelig,43.0,0.614,0.143,-18.164,0,0.0267,0.981,0.114,0.112,119.48,419067.0,4,8
1037,Trivium,Drowning in the Sound,50.0,0.478,0.972,-4.157,1,0.153,0.00114,0.354,0.245,100.05,223200.0,4,8
1051,Bring Me The Horizon,Can You Feel My Heart,77.0,0.15,0.859,-2.827,0,0.0595,0.00201,0.387,0.354,170.527,228147.0,5,8
1062,Def Leppard,Too Late For Love,53.0,0.536,0.812,-7.379,0,0.0441,0.00306,0.116,0.338,94.677,266729.0,4,8
1087,Mayhem,Funeral Fog,44.0,0.114,0.959,-9.419,0,0.0963,1.31e-06,0.104,0.126,153.904,347253.0,4,8
1140,Depths of Hatred,Illusive Obsession,25.0,0.337,0.989,-5.035,1,0.134,1.54e-05,0.424,0.0397,114.985,287364.0,4,8
1158,Powerwolf,Resurrection by Erection - Rerecorded Version,43.0,0.208,0.909,-5.24,0,0.0802,0.000652,0.26,0.358,160.001,242807.0,4,8
1167,Kadinja,The Modern Rage,31.0,0.515,0.973,-4.272,0,0.167,2.11e-05,0.233,0.134,129.965,246720.0,4,8
1168,Sumo Cyco,Bad News,33.0,0.603,0.898,-5.777,0,0.125,0.00835,0.386,0.755,156.001,234770.0,4,8
1170,Primal Fear,Vote of No Confidence,46.0,0.439,0.984,-4.755,1,0.0915,6.25e-06,0.0849,0.2,153.99,365987.0,4,8
1178,Ten Thousand Crows,The Lovers,40.0,0.355,0.922,-2.061,1,0.0753,0.00013,0.351,0.13,117.585,202360.0,4,8
1186,Full House Brew Crew,Unforgiving Land,28.0,0.499,0.956,-5.443,1,0.079,7.29e-05,0.412,0.605,159.988,216707.0,4,8
1187,bloodsimple,Dead Man Walking,50.0,0.541,0.98,-3.463,1,0.0832,0.000172,0.319,0.388,107.779,237693.0,4,8
1191,Carbine,Desensitised,29.0,0.179,0.921,-6.935,0,0.15,4.31e-05,0.916,0.0848,168.78,201333.0,4,8
1206,Sepultura,Refuse / Resist,56.0,0.475,0.953,-6.951,1,0.15,0.000291,0.104,0.232,118.033,199227.0,4,8
1207,The Devil Wears Prada,Nightfall,55.0,0.261,0.985,-3.237,1,0.129,0.000187,0.316,0.239,159.838,268200.0,3,8
1223,Scorpions,Blackout - 2015 Remaster,42.0,0.186,0.943,-2.154,1,0.0874,0.0068,0.59,0.603,179.557,230840.0,4,8
1235,Cradle Of Filth,Cruelty Brought Thee Orchids,39.0,0.262,0.983,-4.855,0,0.102,0.000977,0.294,0.366,132.606,438733.0,4,8
1237,DØDSENGEL,AZONEI WYRDWALKER,25.0,0.138,0.951,-3.951,0,0.178,2.22e-05,0.244,0.0262,140.345,478302.0,4,8
1261,Eleine,Mein Herz brennt,44.0,0.546,0.667,-9.884,1,0.0401,0.000272,0.108,0.185,83.235,281373.0,4,8
1274,TOOL,Fear Inoculum,62.0,0.31,0.584,-10.091,1,0.042,0.000827,0.0528,0.16,86.913,620101.0,4,8
1288,Queensrÿche,Silent Lucidity - Remastered 2003,63.0,0.462,0.628,-5.659,1,0.0274,0.0534,0.12,0.0981,140.049,347760.0,4,8
1302,From Sorrow To Serenity,Reclaim,30.0,0.503,0.979,-3.685,0,0.0596,0.00102,0.14,0.391,106.015,196320.0,4,8
1320,Northlane,Clockwork,60.0,0.48,0.97,-5.006,0,0.0595,3.72e-05,0.29,0.346,136.123,238373.0,4,8
1332,Hyro The Hero,Bullet,51.0,0.59,0.857,-3.982,0,0.0831,4.67e-05,0.284,0.652,110.027,173733.0,4,8
1345,Processor,Royal Leash,47.0,0.6,0.833,-3.736,1,0.0402,3.68e-05,0.646,0.16,118.023,223729.0,4,8
1346,Glass Heart,Loved & Lost,10.0,0.499,0.905,-9.354,0,0.0585,0.000186,0.072,0.418,110.019,244500.0,4,8
1352,Abbath,Winter Bane,39.0,0.471,0.959,-6.042,1,0.0545,1.02e-05,0.183,0.194,141.969,409840.0,4,8
1372,Judas Priest,Lightning Strike,54.0,0.521,0.915,-5.705,0,0.0544,1.69e-05,0.065,0.336,112.507,209453.0,3,8
1376,Moon Fever,Cocaine,45.0,0.48,0.879,-4.67,0,0.0933,8.87e-05,0.0828,0.289,141.063,143400.0,4,8
1377,Deathbeds AU,A Night in Hell,32.0,0.396,0.968,-4.322,1,0.131,5.49e-05,0.263,0.178,161.021,212143.0,4,8
1383,Nekromantheon,Thanatos,16.0,0.0646,0.995,-7.07,0,0.143,7.39e-05,0.295,0.0351,204.316,214544.0,4,8
1394,Osi And The Jupiter,Baldur,46.0,0.104,0.352,-15.31,0,0.0422,0.194,0.0904,0.0373,90.265,395337.0,3,8
1397,Dimmu Borgir,The Serpentine Offering,45.0,0.135,0.964,-3.492,0,0.113,3.18e-05,0.0731,0.0799,154.486,309213.0,3,8
1413,Aviana,Heavy Feather - Instrumental,27.0,0.22,0.964,-3.927,1,0.166,4.93e-06,0.394,0.134,199.996,271333.0,4,8
1424,Aviana,Oblivion,47.0,0.26,0.981,-4.521,1,0.169,2.05e-05,0.344,0.194,116.259,248226.0,3,8
1429,Hoobastank,Crawling In The Dark,66.0,0.57,0.915,-4.802,0,0.105,0.000273,0.178,0.676,93.54,175227.0,4,8
1431,Opeth,Harvest,44.0,0.501,0.686,-6.457,0,0.0246,0.0405,0.0846,0.218,62.509,361467.0,4,8
1439,Alice In Chains,Check My Brain,59.0,0.441,0.845,-3.315,1,0.0462,3.28e-06,0.723,0.304,113.989,237907.0,4,8
1442,TOOL,Stinkfist,66.0,0.286,0.728,-6.608,1,0.0616,0.000174,0.133,0.467,171.441,312120.0,4,8
1445,Heaven Shall Burn,Thoughts and Prayers,38.0,0.17,0.986,-3.951,1,0.0953,7.89e-06,0.338,0.161,162.782,298429.0,4,8
1452,Strapping Young Lad,Love?,51.0,0.412,0.964,-7.557,0,0.169,1.84e-06,0.502,0.232,142.536,293347.0,3,8
1454,The Gathering,Strange Machines,43.0,0.228,0.85,-6.23,1,0.0489,0.00223,0.056,0.391,130.566,364693.0,4,8
1464,Harlott,As We Breach,24.0,0.34,0.951,-5.376,1,0.114,5.99e-05,0.298,0.122,100.093,292147.0,4,8
1467,Buffalo Fuzz,My Cosmic Love,23.0,0.411,0.679,-6.48,1,0.0341,0.00814,0.13,0.229,79.081,285677.0,3,8
1472,DIAMANTE,Serves You Right,43.0,0.517,0.795,-6.34,0,0.0399,0.0031,0.126,0.358,141.008,214321.0,4,8
1480,To Kill Achilles,fourpercent,36.0,0.309,0.931,-9.859,1,0.167,2.16e-05,0.414,0.131,197.044,174004.0,4,8
1495,Heretical Sect,The Depths of Weeping Infinity,18.0,0.0814,0.902,-4.89,1,0.0841,2.28e-06,0.2,0.0898,83.631,277383.0,4,8
1504,John Diva & the Rockets of Love,American Amadeus,29.0,0.446,0.973,-4.111,1,0.0539,0.0156,0.322,0.52,169.998,240840.0,4,8
1510,Devin Townsend,Genesis,41.0,0.536,0.841,-9.336,1,0.0912,0.00112,0.645,0.216,128.04,365861.0,4,8
1525,Plainride,Devil At Your Heels,35.0,0.478,0.834,-6.891,0,0.0439,0.00138,0.0588,0.387,139.995,389547.0,4,8
1530,Bile,In League,36.0,0.497,0.909,-11.786,0,0.0802,2.08e-05,0.68,0.125,139.915,292037.0,4,8
1545,Volumes,holywater,42.0,0.503,0.992,-5.407,1,0.18,1.88e-05,0.327,0.113,139.965,164571.0,4,8
1550,Megadeth,Symphony Of Destruction,72.0,0.61,0.891,-5.452,0,0.0587,0.000805,0.0657,0.51,139.903,246733.0,4,8
1562,Kyuss,Son of a Bitch,34.0,0.456,0.7,-13.014,1,0.0464,0.0353,0.182,0.471,101.023,363307.0,4,8
1572,The Vintage Caravan,Whispers,32.0,0.259,0.976,-4.654,0,0.1,1.17e-05,0.2,0.283,149.351,224956.0,4,8
1575,Sepultura,Orgasmatron,49.0,0.495,0.98,-5.467,1,0.091,0.000177,0.227,0.326,138.217,254387.0,4,8
1577,From Sorrow To Serenity,Red Mist,27.0,0.282,0.903,-5.554,1,0.0633,4.25e-05,0.0838,0.276,177.097,224383.0,4,8
1579,Svalbard,Listen to Someone,38.0,0.225,0.926,-5.378,0,0.0556,1.27e-05,0.0804,0.165,128.574,310547.0,3,8
1602,Heathen,Empire of the Blind,40.0,0.474,0.974,-3.715,0,0.0688,2.26e-06,0.499,0.227,105.018,351613.0,4,8
1603,KISS,Psycho Circus,49.0,0.556,0.929,-5.055,1,0.0637,7.36e-05,0.237,0.44,121.48,330360.0,4,8
1611,Truckfighters,Desert Cruiser,51.0,0.198,0.756,-7.04,1,0.0518,0.00229,0.16,0.246,121.924,449947.0,4,8
1613,Five Finger Death Punch,Lift Me Up (feat. Rob Halford of Judas Priest),61.0,0.508,0.988,-3.613,0,0.165,8.45e-05,0.209,0.174,75.018,246209.0,4,8
1614,Car Bomb,Lights Out,37.0,0.284,0.951,-5.134,1,0.0992,0.000189,0.369,0.181,104.722,257916.0,3,8
1625,Kjell Braaten,Østavind,33.0,0.677,0.817,-8.569,0,0.0369,0.625,0.104,0.0903,95.009,193833.0,4,8
1640,Sepultura,Arise,53.0,0.372,0.961,-6.765,0,0.0931,1.52e-05,0.0916,0.159,115.336,198227.0,4,8
1648,Phantom Elite,The Race,42.0,0.351,0.937,-5.445,1,0.0768,0.000429,0.34,0.286,199.935,230920.0,4,8
1655,Sodom,Glock 'n' Roll,28.0,0.443,0.991,-5.792,1,0.121,7.19e-06,0.738,0.0654,102.478,302267.0,4,8
1661,Nita Strauss,Our Most Desperate Hour,34.0,0.514,0.943,-3.932,0,0.0471,5.98e-06,0.15,0.454,110.01,244754.0,4,8
1664,Prospective,Against All Odds,31.0,0.444,0.979,-4.319,1,0.158,0.000188,0.293,0.277,161.978,181507.0,4,8
1671,King's X,Dogman,44.0,0.543,0.891,-7.084,1,0.0431,0.000262,0.165,0.393,142.633,241573.0,4,8
1673,Lamb of God,Redneck,63.0,0.512,0.996,-2.1,1,0.114,5.63e-05,0.347,0.0601,130.931,220880.0,4,8
1677,Lunatic Soul,Navvie,37.0,0.639,0.701,-12.343,1,0.0316,0.699,0.15,0.7,102.031,243180.0,3,8
1688,Caliban,Memorial,44.0,0.448,0.913,-3.094,0,0.0399,3.92e-05,0.236,0.233,92.482,260947.0,4,8
1690,Fear Factory,Replica,54.0,0.574,0.943,-5.238,1,0.0769,3.69e-05,0.366,0.72,112.009,237360.0,4,8
1700,Violet Cold,Contact,35.0,0.454,0.563,-7.653,0,0.0367,0.211,0.126,0.0621,119.939,214250.0,4,8
1703,Blackbriar,Selkie,46.0,0.171,0.653,-6.641,0,0.046,0.0106,0.367,0.105,199.663,263799.0,4,8
1714,Dimmu Borgir,Mourning Palace,47.0,0.167,0.932,-5.22,0,0.0828,1.57e-05,0.0962,0.221,129.093,313360.0,3,8
1758,LASTELLE,Only Apathy,25.0,0.226,0.908,-7.469,0,0.104,9.01e-05,0.251,0.245,170.359,274588.0,4,8
1765,Brass Against,Stinkfist,36.0,0.226,0.88,-6.96,1,0.0976,0.000304,0.258,0.341,88.184,309696.0,4,8
1770,Trevor Morris,Sacrifice for the Crops,48.0,0.396,0.495,-16.163,1,0.0324,0.221,0.392,0.231,150.062,108773.0,3,8
1777,Sons Of Apollo,Goodbye Divinity,37.0,0.297,0.964,-5.716,1,0.13,9.77e-05,0.332,0.23,126.287,433000.0,4,8
1786,Ozzy Osbourne,Shot in the Dark,62.0,0.581,0.791,-7.262,1,0.0324,0.00835,0.142,0.619,123.887,256293.0,3,8
1810,August Burns Red,Invisible Enemy,48.0,0.201,0.977,-5.218,1,0.278,9.27e-06,0.0969,0.0512,134.192,277693.0,4,8
1812,Metallica,Devil's Dance,52.0,0.611,0.792,-4.836,0,0.0327,4.04e-05,0.0587,0.477,92.609,318960.0,4,8
1814,Phil Campbell and the Bastard Sons,Born to Roam,41.0,0.366,0.888,-5.462,0,0.0382,0.000759,0.0648,0.748,184.992,298703.0,4,8
1815,Evergreen Terrace,Sweet Nothings Gone Forever,31.0,0.34,0.911,-6.196,0,0.0557,0.00161,0.597,0.173,104.427,202480.0,4,8
1827,Cradle Of Filth,From the Cradle to Enslave,46.0,0.342,0.926,-6.313,0,0.0939,3.96e-05,0.186,0.0972,147.313,396829.0,4,8
1841,Drakum,Urashima,38.0,0.402,0.892,-5.857,0,0.0447,1.74e-06,0.162,0.423,94.982,269938.0,4,8
1848,Acid King,Electric Machine,43.0,0.321,0.662,-10.374,1,0.0349,0.00352,0.105,0.199,117.853,384867.0,4,8
1852,Danheim,Runar,51.0,0.564,0.63,-11.022,0,0.0668,0.107,0.0854,0.31,184.206,260557.0,4,8
1859,Apate,Under My Skin,24.0,0.384,0.995,-1.549,1,0.272,0.000519,0.787,0.209,159.957,159373.0,4,8
1863,SKÁLD,Fimbulvetr,43.0,0.63,0.448,-14.446,1,0.0349,0.254,0.38,0.186,100.021,196747.0,1,8
1886,Icon For Hire,Last One Standing,45.0,0.467,0.809,-5.2,0,0.0944,0.000506,0.337,0.336,180.001,204004.0,4,8
1894,Mötley Crüe,Live Wire,65.0,0.422,0.901,-6.655,0,0.0631,9.22e-05,0.56,0.673,112.445,194587.0,4,8
1914,Michael Romeo,Black,34.0,0.449,0.978,-5.409,1,0.11,0.00176,0.351,0.151,177.952,378840.0,4,8
1915,Gojira,The Heaviest Matter of the Universe,26.0,0.244,0.967,-3.01,0,0.0905,2.79e-06,0.0794,0.225,103.259,240293.0,4,8
1958,Parazit,Asleep Reason Horror,24.0,0.553,0.937,-5.314,1,0.0447,0.00258,0.201,0.545,159.978,322512.0,4,8
1961,Exhorder,My Time,37.0,0.354,0.994,-4.254,1,0.151,3.38e-05,0.0746,0.0761,203.921,233146.0,4,8
1964,Burning Witches,Dance with the Devil,37.0,0.458,0.951,-4.936,1,0.075,0.000254,0.109,0.495,155.073,266467.0,4,8
1990,Volumes,Weighted,47.0,0.439,0.93,-7.056,1,0.0652,5e-05,0.212,0.383,83.992,224792.0,4,8
1993,Fit For An Autopsy,Fear Tomorrow,46.0,0.22,0.972,-5.017,0,0.155,0.000162,0.335,0.0761,91.921,269381.0,3,8
2004,AC/DC,Safe in New York City,50.0,0.494,0.881,-4.773,1,0.037,0.0111,0.104,0.623,160.942,239467.0,4,8
2011,Iron Maiden,The Number Of The Beast - 1998 Remastered Version,24.0,0.287,0.997,-3.124,1,0.107,0.00206,0.944,0.268,99.545,294627.0,4,8
2018,Ghostemane,Anti-Social Masochistic Rage [ASMR],51.0,0.51,0.709,-7.86,1,0.0598,0.0125,0.0716,0.267,120.633,193952.0,3,8
2025,The Hirsch Effekt,Torka,16.0,0.138,0.883,-6.656,0,0.0885,0.000273,0.159,0.116,171.903,381133.0,5,8
2030,Wolf King,Sanctuary,19.0,0.446,0.997,-3.952,0,0.103,9.44e-05,0.391,0.104,155.108,246212.0,4,8
2032,Fear Factory,Linchpin,59.0,0.693,0.871,-3.389,1,0.0844,0.00358,0.11,0.533,111.989,204853.0,4,8
2035,Death,Painkiller,47.0,0.428,0.995,-2.53,1,0.0918,2.06e-05,0.305,0.123,103.24,362347.0,4,8
2047,Electric Boys,Super God,34.0,0.45,0.894,-6.033,1,0.0519,9.45e-06,0.421,0.339,128.04,208863.0,4,8
2048,Volturian,Broken,33.0,0.475,0.908,-5.519,1,0.0432,3.37e-05,0.339,0.374,95.018,219133.0,4,8
2079,TOOL,The Pot,68.0,0.469,0.79,-6.889,1,0.0391,0.000148,0.282,0.466,107.45,381947.0,4,8
2099,TOOL,7empest,59.0,0.323,0.804,-7.397,1,0.0369,7.35e-05,0.0957,0.384,144.756,943529.0,5,8
2108,In This Moment,The In-Between,60.0,0.469,0.951,-4.222,1,0.111,0.0119,0.0976,0.283,149.976,254811.0,4,8
2117,We Were Giants,The Final Encounter,36.0,0.558,0.982,-2.99,0,0.117,0.00171,0.334,0.202,119.977,196000.0,4,8
2123,Miss May I,Hey Mister,52.0,0.384,0.992,-3.249,0,0.125,3.36e-05,0.565,0.0988,160.038,235640.0,4,8
2126,Bury Tomorrow,Man on Fire,45.0,0.392,0.971,-2.05,0,0.0898,0.00795,0.177,0.24,159.822,241707.0,4,8
